document_id,year,paper,document_type,source_text_file,extraction_quality,question_number,subquestion,marks,marks_all_found,question_text,question_char_count,segment_index,segmentation_status
2023_nov_p2_exam_maths,2023,P2,exam,data\processed\ocr\text\2023_nov_p2_exam_maths_ocr.txt,ocr_good,10.0,10.3,15.0,"[6, 15]","10.3 RP is a tangent to the circle passing through P, S and A at P (6)
[15]

TOTAL: 150

Copyright reserved

Mathematics/P2 DBE/November 2023
NSC
INFORMATION SHEET
xe —b+vb? —4ac
2a
A=P(l+ni) A= P(-ni) A= P(1-i)"" A=P(+i)""
T,=a+(n-l)d S, =F bat(n-dd]

~A
i]

T =ar™ Ss _ alr” -1) sr#l 4s -ler<l
1

"" n

pa 2+i""=1

t

fa+h)-f@
h

d= (x, -x,) +e -yy

S'(x)= lim
hoo

y=mx+e

(x -a) +(y-bf =r?
a _ 5b _¢

snA sinB sinC

a =b* +c? —2be.cos A

In AABC:

area AABC = 5a. sinC
sin (@ + B) =sina.cos § +cosa.sin B
cos(@ + £)=cosa.cos f —sina.sin B

cos’ a —sin? @

cos2@ =41-2sin? a

2cos’ a—-1
*
x _ i=l
n

n(A)
P(A)=——

nS)
ypratbhx

Copyright reserved

y-y, =m(x-%,)

l-r

MX Vit Vo
;

ea"")

m= 22 m=tan0
XX

sin(a— £) =sina.cos B—cosa.sin B

cos (a — f)=cosa.cos B+ sina.sin 8

sin 2a = 2sin a.cos a

YG, -¥""
o-
n

P(A ot B) = P(A) + P(B) — P(A and B)

p= UY)
Si@-xY",861.0,3.0,ok
2023_nov_p2_memo_maths,2023,P2,memo,data\processed\extracted_text\NSC_Mathematics_2023_Nov_P2_memo.txt,good,,,,,"Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief

MARKS/PUNTE: 150

These marking guidelines consist of 23 pages./
Hierdie nasienriglyne bestaan uit 23 bladsye.

MATHEMATICS P2/WISKUNDE V2

NOVEMBER 2023

MARKING GUIDELINES/NASIENRIGLYNE
GRADE 12/GRAAD 12

NATIONAL
SENIOR CERTIFICATE/
NASIONALE
SENIOR SERTIFIKAAT

Mathematics P2/Wiskunde V2 2 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief

NOTE:
 If a candidate answers a QUESTION TWICE, only mark the FIRST attempt.
 If a candidate has crossed out an attempt of a QUESTION and not redone the QUESTION, mark
the crossed out version.
 Consistent accuracy applies in ALL aspects of the Marking Guidelines. Stop marking at the
second calculation error.
 Assuming answers/values in order to solve a problem is NOT acceptable.

NOTA:
 As 'n kandidaat 'n vraag TWEE KEER beantwoord, merk slegs die EERSTE poging.
 As 'n kandidaat 'n antwoord van 'n vraag doodtrek en nie oordoen nie, merk die
doodgetrekte poging.
 Volgehoue akkuraatheid word in ALLE aspekte van die Nasienriglyne toegepas. Hou op
nasien by die tweede berekeningsfout.
 Aanvaar van antwoorde/waardes om 'n probleem op te los, word NIE toegelaat nie.

GEOMETRY
S
A mark for a correct statement
(A statement mark is independent of a reason)
'n Punt vir 'n korrekte bewering
('n Punt vir 'n bewering is onafhanklik van die rede)
R
A mark for the correct reason
(A reason mark may only be awarded if the statement is correct)
'n Punt vir 'n korrekte rede
('n Punt word slegs vir die rede toegeken as die bewering korrek is)
S/R
Award a mark if statement AND reason are both correct
Ken 'n punt toe as die bewering EN rede beide korrek is

Mathematics P2/Wiskunde V2 3 DBE/November 2023
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief

QUESTION/VRAAG 1

1.1 a = –23,846…
b = 0,227…
ˆ 23,85 0,23yx 
",,,no_question_markers
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,1.0,1.1.2,,[],1.1.2 2x? +1=4x (correct to TWO decimal places),47.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,1.0,1.1.3,,[],1.1.3 x? -2x-3>0,16.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,1.0,1.1.4,,[],"1.1.4 2% —-2*? -32 =0

115 V-2x4+4-x=2",38.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,1.0,1.2,,[],"1.2 Solve for x and y simultaneously:

2x+y=3

y +xy=2",54.0,4.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,1.0,1.3,,[],"1.3 Consider the product f + i 1+ i et we
2 3 4

Each factor in the product is of the form ( + +) for n>2.
n

Determine ALL the values of » for which the product will be an integer value.",187.0,5.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.1,,[],"2.1 The first term of an arithmetic series is 7. The common difference of this series is

5 and the series contains 20 terms.",125.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.1.1,,[],2.1.1 Calculate the sum of this series.,39.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.1.2,,[],"2.1.2 The original arithmetic series is extended to 75 terms. The sum of these
75 terms is 14 400. Using sigma notation, write down an equation for the
sum of the terms added to the original series.",198.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.2,,[],2.2 The sequence of the first differences of a quadratic pattern is: 1;3;5;...,78.0,4.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.2.1,,[],"2.2.1 If Ty, of this quadratic pattern is 9 632, calculate the value of 7,,.",76.0,5.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,2.0,2.2.2,14.0,"[2, 4, 4, 5, 4, 6, 3, 4, 14]","2.2.2 If it is further given that the third term of the quadratic pattern is 32,
determine the general term, 7, of the quadratic pattern.

Copyright reserved Please turn over

(2).
(4)
(4)
(5)
(4)

(6)

(3)

[27]

2)

(4)

G3)

65)
[14]

Mathematics/P 1 4 DBE/November 2024
NSC Confidential",290.0,6.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,3.0,3.1,2.0,[2],"3.1 Write down the radius of the 3"" circle. (2)",47.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,3.0,3.2,4.0,[4],3.2 Calculate the sum of the areas of the first 10 circles. (4),63.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,3.0,3.3,10.0,"[4, 10]","3.3 Which circle has a diameter of = cm?
128 (4)
[10]",53.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,4.0,4.1,9.0,"[2, 3, 9]","4.1 Calculate the value of a. (2)
42 Write down the range of f. qd)
43 Sketch the graph of f Clearly show the intercepts with the axes and asymptotes,

if any. (3)

44 It is further given that C isapointon f at y= >.

Determine the coordinates of C!, the image of C, when C is reflected about the line
y=x. GB)
[9]

Copyright reserved Please turn over

Mathematics/P1 5 DBE/November 2024
NSC Confidential",404.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,5.0,5.1,1.0,[1],5.1 Write down the value of p. (1),34.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,5.0,5.2,2.0,[2],5.2 Determine the equation of the horizontal asymptote of f (2),63.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,5.0,5.3,2.0,[2],5.3 Calculate the value of a. (2),33.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,5.0,5.4,,[],5.4 For which values of x is f(x) >0? G3),41.0,4.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,5.0,5.5,10.0,[10],"5.5 Graph f undergoes a transformation to h where:

e The domain and range of / are the same as that of f

e A'(x), the derivative of h, is negative on its domain

Describe a possible transformation that f could have undergone to result in A. Q)

[10]

Copyright reserved Please turn over

Mathematics/P1 6 DBE/November 2024
NSC Confidential",341.0,5.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,6.0,6.1,,[],"6.1 Calculate the coordinates of B, the turning point of f @G)",62.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,6.0,6.2,3.0,[3],6.2 Show that the equation of the line through A and C is given by g(x) =2x+2. (3),82.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,6.0,6.3,4.0,[4],6.3 Calculate the maximum length of EH for f > g. (4),53.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,6.0,6.4,15.0,"[5, 15]","6.4 Given: k(x) = f(x+m)=—x? —2mx—m? +4x+4m+5
Determine the value of m such that g is a tangent to &. (5)

[15]

Copyright reserved Please turn over

Mathematics/P1 7 DBE/November 2024

NSC Confidential",202.0,4.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,7.0,7.3.2,,[],"7.3.2 Tshepo paid R22 300,98 (his monthly instalment and an additional
R20 000) on 1 March 2024 into the loan account. He continues to pay the
original monthly instalment thereafter. How many months earlier will
Tshepo repay the loan?",234.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.1,,[],"8.1 Determine:
d 2",18.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.1.1,,[],"8.1.1 — [Bx - 5x
4.51""
Wont 2 yr",32.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.1.2,,[],8.1.2 8 '@) if 8) =a x,22.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.2,,[],8.2 Determine the equation of the tangent to f(x)=x'?—4x°+2x+3 at x=2.,70.0,4.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.3,,[],8.3 Given: f(x) =—6x?,21.0,5.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.3.1,,[],8.3.1 Determine f’(x) from first principles.,44.0,6.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.3.2,,[],"8.3.2 Write down how you will restrict the domain of f such that f, the

inverse of f is a function.",100.0,7.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,8.0,8.3.3,18.0,"[2, 14, 2, 4, 6, 1, 18]","8.3.3 Determine the equation of f' for f(x) <0. Write your answer in the
form y=...

Copyright reserved Please turn over

G3)

(2)

2)

)
[14]

(2)

(4)

GB)

(6)

(1)

G3)
[18]

Mathematics/P1 8 DBE/November 2024
NSC Confidential",230.0,8.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,9.0,9.2,2.0,[2],"9.2 Write down the x-intercepts of f’, the derivative of (2)",60.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,9.0,9.3,3.0,"[2, 2, 3]","9.3 For which values of x will f be concave up? (2)

94 Determine the value of & for which y= /(x)+k will have THREE positive
x-intercepts. (2)

[3]",148.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,10.0,10.1,3.0,[3],10.1 Calculate the maximum speed that the cyclist reached on this ride. (3),75.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,10.0,10.2,8.0,"[5, 8]","10.2 Calculate the distance between town P and town T. (5)
[8]

Copyright reserved Please turn over

Mathematics/P1 9 DBE/November 2024

NSC Confidential",153.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,11.0,11.2,,[],"11.2 Calculate the probability that a learner, chosen at random, will sit for examinations in
at least TWO of the subjects.",123.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,11.0,11.3,,[],"11.3 Determine if the events: sitting for examinations in Mathematics and sitting for
examinations in Tourism are independent. Support your answer with the necessary
calculations.",179.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,12.0,12.1,,[],"12.1 Determine how many different codes can be formed if letters and digits may be
repeated.",92.0,1.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,12.0,12.2,,[],"12.2 Determine how many different codes can be formed if:
e = The letters D, F, I, Q, U and V may NOT be used
e The code may NOT start witha W ora Z
e Letters or digits may NOT be repeated
e = The code ends with an odd digit",224.0,2.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,12.0,12.3,,[],12.3 The company wishes to increase the number of 4-character codes formed in,77.0,3.0,ok
2024_nov_p1_exam_maths,2024,P1,exam,data\processed\ocr\text\2024_nov_p1_exam_maths_ocr.txt,ocr_good,12.0,,4.0,"[3, 2, 4, 4, 3, 4]","QUESTION 12.2 by allowing the letters D, F, I, Q, U and V to be used.
Calculate the percentage increase in the number of different codes that can now be
formed.

TOTAL:

Copyright reserved

(3)

(2)

(4)
19]

Q)

(4)

2)
[3]

150

Mathematics/P1 DBE/November 2024
NSC Confidential
INFORMATION SHEET
xe —bt Vb’ —4ac
2a
A= P(1+ni) A=P(\-ni) A= P(1-i)"" A= P(1+i)""
T,=a4+(n-l)d 8, =F fa+(n—na]
T, = ar"" S _ alr” -1) sre#l S,= a 3 -l<r<l
, r-1 Fr
posi 1 pa xia G+)""
i i
_ f(xth)- f(x)
“x)= 1
POs eh
+ +
d=, -%)""+0,-9)"" m(A%,%*2)
2 2
y=mx+e y-y, =m(x-x,) m= 221 m=tané
x —%

(x-a) +(y-bY =”?
5
sinB sinC

a c

In AABC: —
sin A

a =b’ +c? —2be.cos A

area AABC = 5 abesin C

sin(a + 8) =sina.cos f + cosa.sin 2
cos(a +) =cosa.cos f -sina.sin B
cos’ @—sin? a

cos2a =41-2sin’ a

2cos? a ~1

Copyright reserved

sin(a — 8)=sina.cos 8 -cosa.sin B

cos(a@~ B)=cosa.cos 8 +sina.sin B

sin 2a = 2sin @.cos @

¥ (x, - 3)
= ial

n

o

P(A ot B) = P(4) + P(B) — P(A and B)

> @-xky-y)

YS e- xP",978.0,1.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.1.1,2.0,[2],"1.1.1
0)3( =−xx
0=x
or
3=x
✓
0=x
✓
3=x (2)",42.0,1.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.1.2,4.0,"[4, 2, 1, 2, 4]","1.1.2
0142 2 =+− xx
( )
2
( 4) 4 4(2)(1)
2(2)
x
− −  − −
=

71,1=x
or
29,0=x
✓ standard form

✓ correct substitution
in correct formula
✓ answer
✓ answer (4)",158.0,2.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.1.3,4.0,[4],"1.1.3
0322 −− xx
0)1)(3( +− xx

CV: x = 3 or x = – 1

x < – 1 or x > 3 OR/OF
( ; 1) (3 ; )x − −  

✓factors
✓ critical values

✓✓ answer (4)",146.0,3.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.1.4,5.0,[5],"1.1.4
03222 22 =−− +xx
0322.22 22 =−− xx

0)42)(82( =+− xx

82 =x
or
42 −x
322 =x
no solution
3=x

✓use of exponential law
✓factors
✓
82 =x
✓
42 −x
✓ answer (5)",162.0,4.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.1.5,4.0,[4],"1.1.5
242 =−+− xx
xx +=+− 242

( ) ( )
22
2 4 2xx− + = +

24442 xxx ++=+−

062 =+ xx

0)6( =+xx

0=x
or
6−x

✓ isolating the root

✓ squaring both sides

✓ standard form

✓ answers with selection
(4)

– 1 3
Answer only:
4
4
Answer only:
3
4
Answer only:
1
5

Mathematics P1/Wiskunde V1 3 DBE/November 2024
NSC/NSS – Marking Guidelines/Nasienriglyne
Copyright reserved/Kopiereg voorbehou Please turn over/Blaai om asseblief",423.0,5.0,ok
2024_nov_p1_memo_maths,2024,P1,memo,data\processed\extracted_text\NSC_Mathematics_2024_Nov_P1_memo.txt,good,1.0,1.2,5.0,"[1, 2, 1, 2, 1, 2, 1, 2, 5, 5]","1.2
xy 23−= … (1)
22 =+ xyy
… (2)
Subs (1) into (2):
2)23()23( 2 =−+− xxx

02329124 22 =−+−+− xxxx

0792 2 =+− xx

0)1)(72( =−− xx

2
7=x
or
1=x
4−=y

1=y

OR/OF
2
3 yx −=
… (1)
22 =+ xyy
… (2)
Subs (1) into (2):
2
2
32 =



 −+ yyy

0432 22 =−−+ yyy

0432 =−+ yy

0)1)(4( =−+ yy

4−=y
or
1=y
2
7=x
or
1=x
✓ eq 1

✓ substitution

✓ standard form

✓ both x-values

✓ both y-values (5)

OR/OF

✓ eq 1

✓ substitution

✓ standard form

✓ both y-values

✓ both x-values (5)",475.0,6.0,ok
