year,question_number,question_title,error_text_raw,error_text_summary,source,qualitative_severity,topic
2025,1.0,ALGEBRA,(c) Factorising the exponential equation in Q1.1.4 proved to be a challenge for many candidates. Common factorisation errors were that the given equation was factorised to 2x(2−9)=−4 or 2.2x −9.2x +4=0 was factorised to 2(2x−9+2)=0. Some candidates used the k-substitution method to answer this question. They correctly arrived at k = 4 o r k = 1 2 but then failed to solve for x.,,DBE diagnostic,severe_language,Algebra & Equations
2025,1.0,ALGEBRA,"(d) In Q1.1.5 many candidates found it challenging to work with two surds that had fractions in them. Some were able to square both sides of the equation correctly and 1 1 arrived at +2= . Thereafter, they incorrectly squared the terms in this x x equation:  1 x  2 + ( 2 ) 2 =  1 x  2 7 Finance 8 Calculus 9 Calculus 10 Calculus 11 Probability and Counting Principles . Some candidates converted the surds to exponents. However, they applied the exponential laws incorrectly. Despite being mentioned in previous reports, candidates still did not check their answers and reject the extraneous solution.",,DBE diagnostic,moderate_language,Algebra & Equations
2025,1.0,ALGEBRA,(e) Most candidates were unable to establish the correct equations from the statements given in Q1.2. The following incorrect equations were established for the second statement: 5(x+y)=6x2 or 5(x+y)=6 x or 5xy =6x2 instead of 5xy =6+x2. Mathematics,,DBE diagnostic,severe_language,Algebra & Equations
2025,2.0,PATTERNS,(a) Candidates failed to cross multiply and expand the resulting brackets correctly when answering Q2.1.1. Some candidates substituted t =−2 into the given expression instead of proving that t =−2. These candidates did not understand the question. Mathematics Some candidates incorrectly assumed this to be an arithmetic sequence and generated an equation of differences between the terms. They were not awarded any marks.,,DBE diagnostic,severe_language,Number Patterns & Sequences
2025,2.0,PATTERNS,"(b) Many candidates were able to determine the terms in the sequence and calculate the value of r correctly. However, they did not simplify their answer to bx as required and instead gave their answer in the form National Senior Certificate 232 Diagnostic Report 2025 – Part 1 a b. x . Most learners who relied on their calculators to simplify expressions and equations could not reach the required answer in the simplest form. They were not awarded a mark for this.",,DBE diagnostic,severe_language,Number Patterns & Sequences
2025,2.0,PATTERNS,"(c) When answering Q2.1.3 some candidates were oblivious to the fact that − 1  r  1 for a converging geometric sequence. Instead, they incorrectly used a value of r that was outside this interval. Other candidates incorrectly used the finite sum formula, S n = a ( r r n − − 1 1 ) , when answering this question.",,DBE diagnostic,moderate_language,Number Patterns & Sequences
2025,2.0,PATTERNS,(d) In Q2.2.1 some candidates incorrectly calculated the common difference instead of calculating the difference between T and T . 6 14,,DBE diagnostic,moderate_language,Number Patterns & Sequences
2025,2.0,PATTERNS,(e) The errors made when answering Q2.2.2 showed that candidates had poor understanding of the concept of sigma notation. They were unable to calculate the number of terms in the series correctly. Many of them incorrectly indicated that there were 117 – k terms in the series. The first term of the series was incorrectly calculated as 4(1) – 1 instead of 4,,DBE diagnostic,severe_language,Number Patterns & Sequences
2025,2.0,PATTERNS,(k) – 1. Some of them did not know that the sum of this series of terms was 26 675.,,DBE diagnostic,mentioned,Number Patterns & Sequences
2025,3.0,PATTERNS,(a) Many candidates used the general term given in Q3.2 to answer Q3.1. This was not acceptable and they were not awarded any marks in this instance. Some candidates incorrectly calculated the first differences as being: –35 ; –33 ; … This resulted in an incorrect value of the fifth term.,,DBE diagnostic,moderate_language,Number Patterns & Sequences
2025,3.0,PATTERNS,(b) In Q3.2 some candidates incorrectly used 2a + b = 35 instead of 3a + b = 35.,,DBE diagnostic,moderate_language,Number Patterns & Sequences
2025,3.0,PATTERNS,(c) In Q3.3 many candidates could not link maximum depth with a positive value. Some candidates were able to calculate that the maximum depth occurs at n = 19 but then did not proceed to calculate the maximum depth as required in the question.,,DBE diagnostic,severe_language,Number Patterns & Sequences
2025,3.0,PATTERNS,"(d) Many candidates did not realise that they could use the axis of symmetry to answer Q3.4. Those who did use the axis of symmetry gave the answer as 32 seconds instead of the correct answer of 35 seconds. Many candidates opted to solve the equation T =104. However, they gave both answers instead of the time at which the submarine n will be at 104 metres for the second time, namely at 35 seconds.",,DBE diagnostic,moderate_language,Number Patterns & Sequences
2025,4.0,FUNCTIONS (EXPONENTIAL FUNCTION AND ITS INVERSE),"(a) Candidates were able to swop x and y when determining the inverse in Q4.3. However, some of them were unable to write the equation of the inverse correctly. Many wrote the answer as National Senior Certificate 233 Diagnostic Report 2025 – Part 1 f − 1 ( x ) = x 13 ; they incorrectly switched the base and exponent in the answer.",,DBE diagnostic,severe_language,Functions & Graphs
2025,4.0,FUNCTIONS (EXPONENTIAL FUNCTION AND ITS INVERSE),(b) In Q4.4 a fair number of candidates incorrectly wrote the equation of the asymptote as q = 0 or x =0 instead of y = 0 .,,DBE diagnostic,moderate_language,Functions & Graphs
2025,4.0,FUNCTIONS (EXPONENTIAL FUNCTION AND ITS INVERSE),(c) Many candidates were able to plot the points correctly when answering Q4.5 but they were unable to draw the correct shape.,,DBE diagnostic,severe_language,Functions & Graphs
2025,4.0,FUNCTIONS (EXPONENTIAL FUNCTION AND ITS INVERSE),"(d) Many candidates were unable to interpret Q4.6 correctly. A significant number of candidates who attempted this question, incorrectly wrote the interval in terms of x instead of y. Mathematics",,DBE diagnostic,severe_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),"(a) In Q5.1 some candidates wrote the answer as National Senior Certificate 234 Diagnostic Report 2025 – Part 1 x  R , x = 3 instead of x  R , x  3 . They did not exclude the asymptote from the domain. This confirms that some candidates did not understand the concept of asymptote.",,DBE diagnostic,severe_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),(b) Q5.2 required candidates to write down the range of the parabola. Many candidates excluded the turning point in their answer and wrote the answer as y < 8 or ( −  ; 8 ) . This was incorrect.,,DBE diagnostic,moderate_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),"(c) Many candidates were able to establish the correct critical values when answering Q5.3. However, they were unable to identify the correct regions from the graphs and state the intervals correctly. In Q5.3.1 many candidates incorrectly wrote the answer as 3 x 5 or 3 x 5. In Q5.3.2 many candidates were confused about using 'and' and 'or' when stating intervals and wrote x < 1 and x > 5. This answer was incorrect. Some candidates used the equation of function f given in Q5.4 to answer Q5.3.1 and Q5.3.2. They tried to solve the following inequalities algebraically: x − 4 − 3  − 1 2 x 2 + 3 x + 7 2 1 7 and − x2 +3x+ 6. They were not awarded any marks 2 2 for their efforts as they did not determine the equation of f before using it.",,DBE diagnostic,severe_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),(d) In Q5.4 many candidates incorrectly took the value of p to be 3 instead of –3.,,DBE diagnostic,moderate_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),(e) When answering Q5.5 some candidates stated that the coordinates of M were (–1 ; 0) without showing any working. They were not awarded full marks for omitting the necessary working.,,DBE diagnostic,moderate_language,Functions & Graphs
2025,5.0,FUNCTIONS (HYPERBOLA AND PARABOLA),(f) Many candidates had difficulty in calculating the gradient of the tangent in Q5.6. A large number of candidates incorrectly calculated the average gradient between points D and P. Other candidates incorrectly took the gradient of the tangent as –1. Mathematics,,DBE diagnostic,moderate_language,Functions & Graphs
2025,6.0,FUNCTIONS (HYPERBOLA and STRAIGHT LINE),(a) In Q6.1 some candidates incorrectly wrote the coordinates of the x-intercept as (p ; 0) instead of (–p ; 0).,,DBE diagnostic,moderate_language,Functions & Graphs
2025,6.0,FUNCTIONS (HYPERBOLA and STRAIGHT LINE),"(b) When answering Q6.2 most candidates were unable to determine the coordinates of the points along the straight-line in terms of variables. Consequently, they were unable to derive equations that were required to answer the question. A few candidates were able to derive the correct equations, but had difficulty in solving them simultaneously. Some candidates used the fact that the x-coordinate of one point on the straight line was 1 and assumed the x-coordinates of other points on the straight line. This was treated as a breakdown.",,DBE diagnostic,severe_language,Functions & Graphs
2025,7.0,FINANCE,(a) In Q7.1 some candidates incorrectly used the simple interest formula instead of the compound interest formula. Other candidates swapped the values of A and P in the formula. This was considered a breakdown.,,DBE diagnostic,moderate_language,Finance
2025,7.0,FINANCE,"(b) In Q7.2 many candidates were unable to calculate the correct period of the investment and consequently were unable to calculate the correct number of deposits made. In Mathematics addition, many candidates did not realise that the last deposit was made one quarter before the investment was withdrawn and therefore the annuity earned additional interest for this quarter. Some candidates incorrectly used the present-value formula instead of the future-value formula.",,DBE diagnostic,severe_language,Finance
2025,7.0,FINANCE,(c) Q7.3.1 was poorly answered by the majority of the candidates. Some candidates overlooked the fact that the loan would have accrued interest on account of three missed payments. Other candidates incorrectly used the future-value formula instead of the present-value formula. Some candidates calculated the number of payments required to settle the loan but did not add the three months for which payments were missed when calculating the total time needed to settle the loan.,,DBE diagnostic,severe_language,Finance
2025,7.0,FINANCE,(d) The common errors in Q7.3.2 were that candidates used the incorrect value of n in the formula selected to calculate the outstanding balance and they failed to add one month's interest to the outstanding balance when calculating the final payment.,,DBE diagnostic,severe_language,Finance
2025,8.0,CALCULUS,"(a) As mentioned in previous reports, the most common errors in Q8.1 (the first principles question) were incorrect notations. A few candidates left out h in the denominator. Some candidates changed the question from a linear (f (x)=−2x+3) to a quadratic ( National Senior Certificate 236 Diagnostic Report 2025 – Part 1 f ( x ) = − 2 x 2 + 3 ), possibly because they were only exposed to questions that contained quadratic expressions and not linear expressions. They were not awarded marks for their responses.",,DBE diagnostic,moderate_language,Calculus
2025,8.0,CALCULUS,(b) Many candidates were unable to write the expression given in Q8.2.2 in differentiable form.,,DBE diagnostic,severe_language,Calculus
2025,10.0,CALCULUS (OPTIMISATION),(a) Many candidates did not attempt Q10.1 despite it being a familiar problem. Some of those who did attempt this question used the incorrect formula for the perimeter. They Mathematics used P = x + h instead of P = 2x + 2h. Other candidates incorrectly used x as the diameter of the cylinder. These candidates did not realise that x was the circumference of the cylinder.,,DBE diagnostic,moderate_language,Calculus
2025,10.0,CALCULUS (OPTIMISATION),"(b) In Q10.2 some candidates equated the volume to zero instead of the derivative of the volume to zero, i.e. they solved for x in the equation V(x)=0 instead of V(x)=0. Many candidates struggled to determine the derivative of the volume because the expression contained . They did not realise that  is a constant and instead treated it as a variable. Some candidates arrived at two answers for x but did not discard x = 0, the extraneous answer.",,DBE diagnostic,severe_language,Calculus
2025,11.0,PROBABILITY,(a) In Q11.1.1 many candidates failed to correctly apply the independent rule: P(Mand J)=P(M)P,,DBE diagnostic,severe_language,Probability
2025,11.0,PROBABILITY,(J) to calculate that the value of e was 84 as given in the question. A number of candidates used e = 84 and then proved that the events male and choosing juice were independent. They were not awarded marks for this response.,,DBE diagnostic,mentioned,Probability
2025,11.0,PROBABILITY,"(b) Many candidates were able to correctly calculate the values in the table when answering Q11.1.2. However, they were unable to determine the probability correctly. They read off the incorrect values in the table.",,DBE diagnostic,severe_language,Probability
2025,11.0,PROBABILITY,(c) Many candidates did not realise that they could have answered Q11.2 by making use of a tree-diagram and therefore they did not answer the question.,,DBE diagnostic,moderate_language,Probability
2025,11.0,PROBABILITY,(d) Q11.3.2 required candidates to establish different counting options to solve the problem. This proved to be difficult for many candidates.,,DBE diagnostic,moderate_language,Probability
2025,1.0,DATA HANDLING,"(a) When writing the equation in Q1.1, many candidates interchanged the values of a and b. Another common error in this question was that candidates failed to round off their answers for a and b correctly to two decimal places. Some candidates did not enter the data correctly into the calculator. They arrived at answers that were close to the correct answers for a and b.",,DBE diagnostic,severe_language,Statistics
2025,1.0,DATA HANDLING,(b) In Q1.2 some candidates tried to predict the selling price of a car that is 5 years old from the table rather than using the equation of the least squares regression line.,,DBE diagnostic,moderate_language,Statistics
2025,1.0,DATA HANDLING,(c) Many candidates struggled to interpret and use the correlation coefficient in Q1.3. They gave the answer as 'strong negative correlation'. This showed a lack of understanding of the reason behind this calculation and reading for understanding when answering Q1.3.,,DBE diagnostic,severe_language,Statistics
2025,1.0,DATA HANDLING,(d) Most candidates were unable to link the least squares regression line to a straight-line function. This resulted in a large majority of candidates being unable to write down the estimated average yearly decrease in the selling price of the cars in Q1.4.,,DBE diagnostic,severe_language,Statistics
2025,2.0,DATA HANDLING,"(a) Many candidates struggled to interpret the given cumulative frequency table and found it challenging to calculate the frequencies for each class interval. Consequently, they were unable to answer Q2.1.2 and Q2.1.3 correctly. A reason for this could be the lack of correct reading of each interval and the assumption that the cumulative frequency table given was similar to the frequency tables found in previous years' question papers. The total for the number of people who visited the website in a day was incorrectly answered as 252 instead of 70.",,DBE diagnostic,severe_language,Statistics
2025,2.0,DATA HANDLING,(b) A large number of candidates used the cumulative frequencies to draw the histogram in Q2.1.3. Others incorrectly drew bar graphs or ogives instead of the histogram required. They were not awarded marks for this.,,DBE diagnostic,moderate_language,Statistics
2025,2.0,DATA HANDLING,(c) In Q2.1.4 many candidates struggled to interpret the skewness of the data from the histogram.,,DBE diagnostic,severe_language,Statistics
2025,2.0,DATA HANDLING,"(d) Q2.2 required candidates to read with understanding. Many candidates worked only with the data of the 8 learners given and not 9 as required. As a result, the standard deviation was calculated incorrectly. This affected the answers of the rest of the question.",,DBE diagnostic,moderate_language,Statistics
2025,2.0,DATA HANDLING,(e) There were many candidates who were unable to understand and communicate the relationship between the data points that were outside one standard deviation of the mean.,,DBE diagnostic,severe_language,Statistics
2025,3.0,ANALYTICAL GEOMETRY,(a) Some candidates were unable to substitute correctly into the distance formula when answering Q3.1. Other candidates calculated the length of PQ instead of PR.,,DBE diagnostic,severe_language,Analytical Geometry
2025,3.0,ANALYTICAL GEOMETRY,(b) In Q3.2 some candidates swopped the x- and y-values around when substituting into the gradient formula.,,DBE diagnostic,moderate_language,Analytical Geometry
2025,3.0,ANALYTICAL GEOMETRY,(c) Some candidates were unable to use the answer calculated in Q3.2 when answering Q3.3.,,DBE diagnostic,severe_language,Analytical Geometry
2025,3.0,ANALYTICAL GEOMETRY,(d) Q3.5 was poorly answered by most candidates. Candidates did not read the order of the parallelogram PQRS and subsequently calculated S in the incorrect quadrant. Most candidates were unaware that transformation and translation concepts could be used for the calculation of the fourth vertex of a parallelogram.,,DBE diagnostic,severe_language,Analytical Geometry
2025,3.0,ANALYTICAL GEOMETRY,(e) Q3.6 was not well answered by most of the candidates as they assumed that T was the midpoint of QR. Other candidates did not realise that T was the point of intersection of lines PT and QR.,,DBE diagnostic,mentioned,Analytical Geometry
2025,3.0,ANALYTICAL GEOMETRY,"(f) In Q3.7 many candidates were able to calculate the area of the parallelogram PQRS. Various errors were made in the use of the sine rule as incorrect angles were selected from the diagram, others interpreted PQRS as a rectangle (ignoring the information provided to them in the question), others used the shoelace method and were only awarded full marks if their answer was correct and a large number of candidates assumed that two of the sides were perpendicular to each other.",,DBE diagnostic,moderate_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,(a) Most candidates struggled to show q = 4 in Q4.2. This was due to candidates not being able to recognise right-angled triangles and that radii AM = ME = q + 1. Many of these candidates assumed AD = 3 units.,,DBE diagnostic,severe_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,"(b) Candidates were able to identify the centre of the circle in Q4.3 but many struggled to calculate the value of the radius, possibly because these candidates did not realise that point E lies on the circumference of the circle.",,DBE diagnostic,severe_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,(c) In Q4.4 many candidates misread the question and made assumptions of what they thought the question may be asking. Evidence of this was that these candidates added 2 units to the x-value of –6.,,DBE diagnostic,moderate_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,"(d) Candidates who struggled with Q4.5 made the following errors: substituted National Senior Certificate 244 Diagnostic Report 2025 – Part 1 ( y − 4 ) 2 = 0 rather than just y = 0, swapped the values of x and y around or equated each of the brackets to 25.",,DBE diagnostic,severe_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,(e) Most candidates calculated the gradient of BC in Q4.6 without first calculating the coordinates of the point C. Other candidates who struggled with Q4.6 were unable to recall that the radius of a circle is perpendicular to its tangent or their formula for the gradient was incorrect despite this being given in the information sheet.,,DBE diagnostic,severe_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,"(f) While many candidates knew the method for solving Q4.7, their equation of BC was incorrect from Q4.6 which negatively impacted them in this question. Other candidates assumed the y-value of C to be –2.",,DBE diagnostic,moderate_language,Analytical Geometry
2025,4.0,ANALYTICAL GEOMETRY,(g) Q4.8 was challenging for the majority of candidates as it required a multistep approach to arrive at the answer. Candidates used gradients that did not relate to the required angle; calculated distances and used these in an incorrect trigonometric ratio or assumed E to be the midpoint of DC. Some candidates introduced an angle  in their working but did not indicate this on their sketch. They then went on to calculate many other angles but also referred to each of them as . These candidates became confused about the correct size of each of the angles calculated.,,DBE diagnostic,moderate_language,Analytical Geometry
2025,5.0,TRIGONOMETRY,"(a) In Q5.1 some candidates struggled to interpret National Senior Certificate 245 Diagnostic Report 2025 – Part 1 t a n 5 0  = k in terms of trigonometric definitions, resulting in them not being able to calculate the adjacent, opposite and hypotenuse of the right-angled triangle in terms of k . Many candidates were unable to apply Pythagoras' theorem correctly and these candidates calculated r = k 2 − 1 or r = 1 − k 2 .",,DBE diagnostic,severe_language,Trigonometry
2025,5.0,TRIGONOMETRY,(b) In Q5.1.2 some candidates were unable to identify the double angle expansion given in the question or that the denominator had a common factor of –2 before the double angle formula of cos 2 could be used.,,DBE diagnostic,severe_language,Trigonometry
2025,5.0,TRIGONOMETRY,"(a) Q5.1.3 was not well answered as many candidates did not realise that 1 0  could have been written as 50−40. Thereafter, they could have used the compound angle formula for either sine or cosine to obtain the answer. Other candidates showed weak algebraic skills when answering Q5.1.3.",,DBE diagnostic,moderate_language,Trigonometry
2025,5.0,TRIGONOMETRY,(b) Some candidates were unable to apply co-ratios correctly in Q5. In Q5.1.3 some incorrectly wrote s in 1 0  = s in 8 0  and in Q5.2.1 they incorrectly wrote c o s ( 9 0  + x ) = c o s x .,,DBE diagnostic,severe_language,Trigonometry
2025,5.0,TRIGONOMETRY,"(c) Q5.2.2 was poorly answered by candidates, if attempted at all, as they failed to recall that a square root must be positive when presented in the form given, or that the denominator of a fraction may not be 0.",,DBE diagnostic,severe_language,Trigonometry
2025,6.0,TRIGONOMETRY,"(a) In Q6.1 some candidates struggled with the application of basic trigonometric reduction, the square and quotient identities and factorisation. Together with this, many candidates struggled to work with fractions, in particular combining two terms into one term and factorisation of cubes and grouping proved challenging to many candidates.",,DBE diagnostic,severe_language,Trigonometry
2025,6.0,TRIGONOMETRY,(b) The given arithmetic sequence in Q6.2 confused most candidates as it was an unexpected inclusion of a Paper 1 topic into Paper 2. Some candidates used the definition of a geometric sequence instead of an arithmetic sequence; the rejection of National Senior Certificate 246 Diagnostic Report 2025 – Part 1 4 5  was not indicated in most of the candidates' answers.,,DBE diagnostic,moderate_language,Trigonometry
2025,7.0,TRIGONOMETRY (GRAPHS),"(a) Few candidates were unable to answer Q7.1 correctly. They indicated that the period of the graph was 135, which was the endpoint of the given interval. These candidates did not know the effect the coefficient of the angle had on the basic trigonometric function.",,DBE diagnostic,severe_language,Trigonometry
2025,7.0,TRIGONOMETRY (GRAPHS),(b) In Q7.2 some candidates had difficulty with sketching the graph of National Senior Certificate 247 Diagnostic Report 2025 – Part 1 g ( x ) = t a n 2 x − 1 correctly because the asymptotes of this graph were outside the given interval.,,DBE diagnostic,moderate_language,Trigonometry
2025,7.0,TRIGONOMETRY (GRAPHS),"(c) Most candidates did not use the direction of the translation of the graph in Q7.3, leaving their answers as h ( x ) = c o s ( 2 x + 4 5  ) or h ( x ) = c o s ( 2 x − 4 5  ) .",,DBE diagnostic,mentioned,Trigonometry
2025,7.0,TRIGONOMETRY (GRAPHS),"(d) In Q7.4 some candidates confused the variables of the domain and range. Others could not represent their answers using the correct notation. They presented their answers as y   1 ; − 1  or − 1  y  1 , both of which were incorrect.",,DBE diagnostic,severe_language,Trigonometry
2025,7.0,TRIGONOMETRY (GRAPHS),(e) Many candidates failed to recognise the link between the question and the given graphs. Other candidates calculated the x-intercept but ignored the change in inequality due to the common factor of –1 when candidates were required to manipulate tan2x−1 to − ( 1 − t a n 2 x ) .,,DBE diagnostic,severe_language,Trigonometry
2025,8.0,TRIGONOMETRY,(a) In Q8.1 some candidates assumed that AB = 18 cm instead of using the given ratio to calculate the length of AB. Many candidates could not interpret the given proportion: AB : BC = 1 : 2.,,DBE diagnostic,severe_language,Trigonometry
2025,8.0,TRIGONOMETRY,(b) Many candidates did not recognise that ABCD is a rectangle and consequently they did not realise that they needed to use Pythagoras' Theorem to answer Q8.2.,,DBE diagnostic,moderate_language,Trigonometry
2025,8.0,TRIGONOMETRY,(c) In Q8.3 many candidates assumed the length of BK to be 18 cm and then used the sine rule to calculate KC. This was incorrect and candidates lost all the marks in this question.,,DBE diagnostic,moderate_language,Trigonometry
2025,8.0,TRIGONOMETRY,(d) Q8.4 required candidates to calculate an angle that was not drawn on the diagram. Candidates opted to use the sine rule instead of the cosine rule. This led to candidates incorrectly assuming that National Senior Certificate 248 Diagnostic Report 2025 – Part 1 K ˆA C = K ˆA B + B ˆA C . They did not realise that these angles lie in different planes and therefore their sum does not lie in a triangle.,,DBE diagnostic,moderate_language,Trigonometry
2025,9.0,EUCLIDEAN GEOMETRY,"(a) While Q9.1 was answered well by candidates who had learnt the theory, others drew incorrect constructions, labelled the angles incorrectly or did not draw any construction. Mathematics",,DBE diagnostic,moderate_language,Euclidean Geometry
2025,9.0,EUCLIDEAN GEOMETRY,"(b) Some candidates, in answering Q9.2.1, used ext   without first showing that National Senior Certificate 249 Diagnostic Report 2025 – Part 1 P ˆL O = ˆP = 3 2  .",,DBE diagnostic,moderate_language,Euclidean Geometry
2025,9.0,EUCLIDEAN GEOMETRY,(c) Many candidates provided incorrect reasons for their statements in Q9.2.2.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,10.0,EUCLIDEAN GEOMETRY,(a) In Q10.1 some candidates assumed that PT was the diameter of the circle before proving it. This is using information from Q10.3 in Q10.1. This was not accepted. Other candidates equated angles that were not in the same segment.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,10.0,EUCLIDEAN GEOMETRY,(b) When answering Q10.2 some candidates indicated that the opposite angles of a cyclic quadrilateral were equal instead of them being supplementary. Other candidates confused co-interior angles and corresponding angles.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,10.0,EUCLIDEAN GEOMETRY,(c) Q10.3 was poorly answered by many candidates as they could not provide the correct reason of converse angles in a semi-circle or line subtends 90.,,DBE diagnostic,severe_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,(a) Many candidates failed to determine the link between the given ratios and the ratio required to calculate in Q11.1. Others treated the ratios as actual lengths. This was incorrect.,,DBE diagnostic,severe_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,(b) In Q11.1.2 some candidates did not know how to express a new ratio using a previously calculated ratio. Other candidates showed poor algebraic simplification skills.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,"(c) Most candidates incorrectly assumed a perpendicular height for the triangles, while others used the area rule with incorrect sides in Q11.1.3. Many candidates were unable to recognise that the trapezium's area was a subtraction of a triangles from a bigger triangle.",,DBE diagnostic,severe_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,(d) In Q11.2.1 many candidates omitted the parallel lines in the reason for the proportionality theorem. This was not accepted and candidates were not awarded the mark for the reason.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,(e) Many candidates attempted to answer Q11.2.3 using the incorrect triangles. Some confused similarity and congruency and indicated pairs of lines equal in their proof for similarity. This was a breakdown.,,DBE diagnostic,moderate_language,Euclidean Geometry
2025,11.0,EUCLIDEAN GEOMETRY,"(f) Q11.2.4 and Q11.2.5 were not attempted by most candidates, while others tried to manipulate what was required to prove in Q11.2.5 to arrive at an answer.",,DBE diagnostic,mentioned,Euclidean Geometry
